greg rusedski has criticised the governing
which begins on thisisanumber january said
begins on thisisanumber january said the
on thisisanumber january said the american
thisisanumber january said the american has
january said the american has a
said the american has a problem
the american has a problem with
american has a problem with her
it comes as a blow to
comes as a blow to the
as a blow to the womens
a blow to the womens draw
blow to the womens draw as
to the womens draw as last
the womens draw as last years
womens draw as last years champion
draw as last years champion justin
as last years champion justin heninhardenne
last years champion justin heninhardenne and
years champion justin heninhardenne and runnerup
champion justin heninhardenne and runnerup kim
justin heninhardenne and runnerup kim clijsters
heninhardenne and runnerup kim clijsters will
and runnerup kim clijsters will also
capriati is a twotime champion in
is a twotime champion in melbourne
a twotime champion in melbourne with
twotime champion in melbourne with wins
champion in melbourne with wins in
in melbourne with wins in thisisanumber
she is believed to have picked
is believed to have picked up
believed to have picked up the
to have picked up the injury
have picked up the injury at
picked up the injury at the
up the injury at the advanta
the injury at the advanta championships
injury at the advanta championships at
at the advanta championships at philadelphia
the advanta championships at philadelphia in
advanta championships at philadelphia in november
championships at philadelphia in november and
at philadelphia in november and had
philadelphia in november and had to
in november and had to pull
november and had to pull out
and had to pull out of
had to pull out of an
to pull out of an exhibition
pull out of an exhibition match
out of an exhibition match with
of an exhibition match with wimbledon
an exhibition match with wimbledon champion
exhibition match with wimbledon champion maria
match with wimbledon champion maria sharapova
with wimbledon champion maria sharapova on
capriati also decided against competing in
also decided against competing in the
decided against competing in the australian
against competing in the australian open
competing in the australian open warmup
in the australian open warmup event
the australian open warmup event the
the united states kept the davis
united states kept the davis cup
states kept the davis cup final
kept the davis cup final alive
the davis cup final alive with
davis cup final alive with victory
cup final alive with victory in
final alive with victory in saturdays
alive with victory in saturdays doubles
with victory in saturdays doubles rubber
victory in saturdays doubles rubber leaving
in saturdays doubles rubber leaving spain
saturdays doubles rubber leaving spain thisisanumber
doubles rubber leaving spain thisisanumber ahead
rubber leaving spain thisisanumber ahead going
leaving spain thisisanumber ahead going into
spain thisisanumber ahead going into the
masters cup champions mike and bob
cup champions mike and bob bryan
champions mike and bob bryan thrashed
mike and bob bryan thrashed juan
and bob bryan thrashed juan carlos
bob bryan thrashed juan carlos ferrero
bryan thrashed juan carlos ferrero and
thrashed juan carlos ferrero and tommy
juan carlos ferrero and tommy robredo
carlos ferrero and tommy robredo thisisanumber
ferrero and tommy robredo thisisanumber thisisanumber
and tommy robredo thisisanumber thisisanumber thisisanumber
tommy robredo thisisanumber thisisanumber thisisanumber in
robredo thisisanumber thisisanumber thisisanumber in front
thisisanumber thisisanumber thisisanumber in front of
thisisanumber thisisanumber in front of a
thisisanumber in front of a partisan
in front of a partisan crowd
victory would have given spain the
would have given spain the title
have given spain the title but
given spain the title but they
in sundays reverse singles carlos moya
sundays reverse singles carlos moya takes
reverse singles carlos moya takes on
singles carlos moya takes on andy
carlos moya takes on andy roddick
moya takes on andy roddick before
takes on andy roddick before rafael
on andy roddick before rafael nadal
andy roddick before rafael nadal faces
it feels good but its not
feels good but its not going
good but its not going to
but its not going to be
its not going to be as
not going to be as good
going to be as good if
to be as good if we
be as good if we dont
as good if we dont win
good if we dont win two
if we dont win two tomorrow
we dont win two tomorrow said
it feels good to give those
feels good to give those guys
good to give those guys another
to give those guys another shot
give those guys another shot and
those guys another shot and spain
guys another shot and spain has
another shot and spain has to
shot and spain has to go
and spain has to go to
spain has to go to sleep
has to go to sleep on
to go to sleep on that
go to sleep on that bob
to sleep on that bob bryan
sleep on that bob bryan added
on that bob bryan added im
that bob bryan added im really
bob bryan added im really confident
bryan added im really confident in
added im really confident in andy
im really confident in andy winning
really confident in andy winning that
confident in andy winning that first
in andy winning that first match
andy winning that first match and
winning that first match and then
that first match and then anything
first match and then anything can
match and then anything can happen
and then anything can happen spain
then anything can happen spain coach
anything can happen spain coach jordi
can happen spain coach jordi arrese
happen spain coach jordi arrese chose
spain coach jordi arrese chose to
coach jordi arrese chose to rest
jordi arrese chose to rest thisisanumber
arrese chose to rest thisisanumber nadal
chose to rest thisisanumber nadal in
to rest thisisanumber nadal in the
rest thisisanumber nadal in the doubles
thisisanumber nadal in the doubles after
nadal in the doubles after his
in the doubles after his epic
the doubles after his epic singles
doubles after his epic singles win
after his epic singles win over
his epic singles win over roddick
he was replaced by former world
was replaced by former world number
replaced by former world number one
by former world number one ferrero
former world number one ferrero but
world number one ferrero but the
number one ferrero but the spanish
one ferrero but the spanish pair
ferrero but the spanish pair were
but the spanish pair were out
the spanish pair were out of
spanish pair were out of their
pair were out of their depth
were out of their depth against
out of their depth against one
of their depth against one of
their depth against one of the
depth against one of the worlds
against one of the worlds best
the thisisanumber bryan twins have won
thisisanumber bryan twins have won all
bryan twins have won all four
twins have won all four of
have won all four of their
won all four of their davis
all four of their davis cup
four of their davis cup matches
and they quickly silenced the huge
they quickly silenced the huge crowd
quickly silenced the huge crowd at
silenced the huge crowd at the
the huge crowd at the olympic
huge crowd at the olympic stadium
crowd at the olympic stadium racing
at the olympic stadium racing through
the olympic stadium racing through the
olympic stadium racing through the opening
stadium racing through the opening set
the spaniards then twice surrendered breaks
spaniards then twice surrendered breaks of
then twice surrendered breaks of serve
twice surrendered breaks of serve at
surrendered breaks of serve at the
breaks of serve at the start
of serve at the start of
serve at the start of the
at the start of the second
the start of the second before
start of the second before the
of the second before the bryans
the second before the bryans broke
second before the bryans broke to
before the bryans broke to go
the bryans broke to go thisisanumber
bryans broke to go thisisanumber ahead
broke to go thisisanumber ahead and
when robredo dropped serve in the
robredo dropped serve in the opening
dropped serve in the opening game
serve in the opening game of
in the opening game of the
the opening game of the third
opening game of the third set
game of the third set the
of the third set the match
the third set the match was
third set the match was all
set the match was all but
the match was all but over
match was all but over and
was all but over and the
all but over and the unflappable
but over and the unflappable bryan
over and the unflappable bryan brothers
and the unflappable bryan brothers powered
the unflappable bryan brothers powered on
unflappable bryan brothers powered on to
bryan brothers powered on to an
ferrero who was upset to be
who was upset to be dropped
was upset to be dropped for
upset to be dropped for fridays
to be dropped for fridays singles
be dropped for fridays singles hinted
dropped for fridays singles hinted at
for fridays singles hinted at further
fridays singles hinted at further dissatisfaction
singles hinted at further dissatisfaction after
it was a difficult game against
was a difficult game against the
a difficult game against the best
difficult game against the best doubles
game against the best doubles players
they have everything calculated and we
have everything calculated and we had
everything calculated and we had very
calculated and we had very little
i was a bit surprised that
was a bit surprised that i
a bit surprised that i was
bit surprised that i was named
surprised that i was named to
that i was named to play
i was named to play the
was named to play the doubles
named to play the doubles match
to play the doubles match because
play the doubles match because i
the doubles match because i hardly
doubles match because i hardly play
match because i hardly play doubles
because i hardly play doubles arrese
i hardly play doubles arrese said
hardly play doubles arrese said juan
play doubles arrese said juan carlos
doubles arrese said juan carlos hasnt
arrese said juan carlos hasnt played
said juan carlos hasnt played at
he played the right way but
played the right way but the
the right way but the bryans
right way but the bryans are
way but the bryans are great
roger federer nice bloke fantastic tennis
federer nice bloke fantastic tennis player
nice bloke fantastic tennis player the
when lleyton hewitt shook his hand
lleyton hewitt shook his hand after
hewitt shook his hand after getting
shook his hand after getting another
his hand after getting another thrashing
hand after getting another thrashing a
after getting another thrashing a third
getting another thrashing a third in
another thrashing a third in as
thrashing a third in as many
a third in as many months
third in as many months the
in as many months the australian
as many months the australian said
many months the australian said youre
months the australian said youre the
the australian said youre the best
australian said youre the best how
said youre the best how right
the stats speak for themselves thisisanumber
stats speak for themselves thisisanumber titles
speak for themselves thisisanumber titles from
for themselves thisisanumber titles from thisisanumber
themselves thisisanumber titles from thisisanumber finals
thisisanumber titles from thisisanumber finals during
titles from thisisanumber finals during thisisanumber
from thisisanumber finals during thisisanumber three
thisisanumber finals during thisisanumber three of
finals during thisisanumber three of them
during thisisanumber three of them grand
thisisanumber three of them grand slams
three of them grand slams and
of them grand slams and thisisanumber
them grand slams and thisisanumber final
grand slams and thisisanumber final victories
slams and thisisanumber final victories in
and thisisanumber final victories in a
thisisanumber final victories in a row
final victories in a row going
victories in a row going back
in a row going back to
hewitt at times in houston showed
at times in houston showed form
times in houston showed form which
in houston showed form which easily
houston showed form which easily matched
showed form which easily matched his
form which easily matched his grand
which easily matched his grand slamwinning
easily matched his grand slamwinning efforts
matched his grand slamwinning efforts of
his grand slamwinning efforts of thisisanumber
hewitt along with andy roddick and
along with andy roddick and marat
with andy roddick and marat safin
andy roddick and marat safin is
roddick and marat safin is sure
and marat safin is sure to
marat safin is sure to be
safin is sure to be prominent
but realistically all three will be
realistically all three will be fighting
all three will be fighting for
three will be fighting for the
will be fighting for the world
be fighting for the world number
according to all those players and
to all those players and even
all those players and even federer
those players and even federer himself
players and even federer himself the
and even federer himself the swiss
even federer himself the swiss star
federer himself the swiss star is
himself the swiss star is in
the swiss star is in a
right now i feel that a
now i feel that a little
i feel that a little bit
feel that a little bit he
that a little bit he told
they say nice things about me
say nice things about me because
nice things about me because i
things about me because i have
about me because i have beaten
i am dominating the game right
am dominating the game right now
dominating the game right now and
the game right now and i
game right now and i hope
right now and i hope it
now and i hope it continues
and i hope it continues the
i hope it continues the number
hope it continues the number one
it continues the number one player
continues the number one player in
the number one player in the
number one player in the world
one player in the world is
player in the world is also
in the world is also the
the world is also the main
world is also the main man
is also the main man for
also the main man for promoting
the main man for promoting the
main man for promoting the sport
he has just been voted by
has just been voted by the
just been voted by the international
been voted by the international tennis
voted by the international tennis writers
by the international tennis writers as
the international tennis writers as the
international tennis writers as the best
tennis writers as the best ambassador
writers as the best ambassador for
as the best ambassador for tennis
the best ambassador for tennis on
best ambassador for tennis on the
every match from first round to
match from first round to final
from first round to final is
first round to final is followed
round to final is followed by
to final is followed by a
final is followed by a series
is followed by a series of
followed by a series of press
by a series of press interviews
a series of press interviews in
series of press interviews in three
of press interviews in three languages
press interviews in three languages english
interviews in three languages english french
after a major win there are
a major win there are extra
major win there are extra requests
win there are extra requests obligations
there are extra requests obligations and
are extra requests obligations and interviews
extra requests obligations and interviews all
requests obligations and interviews all seen
obligations and interviews all seen through
and interviews all seen through to
interviews all seen through to the
all seen through to the end
seen through to the end with
through to the end with courtesy
to the end with courtesy and
the end with courtesy and most
end with courtesy and most importantly
you guys are funny i have
guys are funny i have a
are funny i have a good
funny i have a good time
i have a good time with
have a good time with you
a good time with you guys
good time with you guys he
time with you guys he said
with you guys he said genuinely
you guys he said genuinely happy
guys he said genuinely happy to
he said genuinely happy to talk
said genuinely happy to talk into
genuinely happy to talk into yet
happy to talk into yet another
i see you pretty much every
see you pretty much every day
you pretty much every day on
pretty much every day on the
much every day on the tour
every day on the tour so
day on the tour so to
on the tour so to give
the tour so to give away
tour so to give away an
so to give away an hour
to give away an hour for
give away an hour for interviews
away an hour for interviews is
an hour for interviews is really
hour for interviews is really no
for interviews is really no problem
if i can promote tennis and
i can promote tennis and the
can promote tennis and the sport
promote tennis and the sport then
tennis and the sport then that
and the sport then that is
the sport then that is good
people say thanks back and that
say thanks back and that is
thanks back and that is nice
back and that is nice what
and that is nice what a
that is nice what a refreshing
is nice what a refreshing attitude
nice what a refreshing attitude from
what a refreshing attitude from someone
a refreshing attitude from someone who
refreshing attitude from someone who could
attitude from someone who could easily
from someone who could easily dominate
someone who could easily dominate the
who could easily dominate the sports
could easily dominate the sports pages
easily dominate the sports pages for
shortly after collecting a waterford crystal
after collecting a waterford crystal trophy
collecting a waterford crystal trophy a
a waterford crystal trophy a mercedes
waterford crystal trophy a mercedes convertible
crystal trophy a mercedes convertible and
trophy a mercedes convertible and a
a mercedes convertible and a tasty
mercedes convertible and a tasty cheque
convertible and a tasty cheque for
and a tasty cheque for thisisanumber
a tasty cheque for thisisanumber federer
tasty cheque for thisisanumber federer addressed
cheque for thisisanumber federer addressed the
for thisisanumber federer addressed the houston
thisisanumber federer addressed the houston crowd
federer addressed the houston crowd and
addressed the houston crowd and concluded
the houston crowd and concluded by
houston crowd and concluded by saying
crowd and concluded by saying thanks
and concluded by saying thanks for
now he just needs to find
he just needs to find a
just needs to find a way
needs to find a way of
to find a way of winning
find a way of winning the
a way of winning the french
way of winning the french open
of winning the french open the
winning the french open the one
the french open the one grand
french open the one grand slam
open the one grand slam to
the one grand slam to so
one grand slam to so far
amelie mauresmo and maria sharapova won
mauresmo and maria sharapova won their
and maria sharapova won their opening
maria sharapova won their opening matches
sharapova won their opening matches at
won their opening matches at the
their opening matches at the tour
opening matches at the tour championships
matches at the tour championships in
frances mauresmo routed vera zvonareva thisisanumber
mauresmo routed vera zvonareva thisisanumber thisisanumber
routed vera zvonareva thisisanumber thisisanumber while
vera zvonareva thisisanumber thisisanumber while wimbledon
zvonareva thisisanumber thisisanumber while wimbledon champion
thisisanumber thisisanumber while wimbledon champion sharapova
thisisanumber while wimbledon champion sharapova was
while wimbledon champion sharapova was a
wimbledon champion sharapova was a thisisanumber
champion sharapova was a thisisanumber thisisanumber
sharapova was a thisisanumber thisisanumber winner
was a thisisanumber thisisanumber winner over
a thisisanumber thisisanumber winner over fellow
thisisanumber thisisanumber winner over fellow russian
american serena williams also won edging
serena williams also won edging russian
williams also won edging russian elena
also won edging russian elena dementieva
won edging russian elena dementieva thisisanumber
edging russian elena dementieva thisisanumber thisisanumber
russian elena dementieva thisisanumber thisisanumber for
elena dementieva thisisanumber thisisanumber for her
dementieva thisisanumber thisisanumber for her second
thisisanumber thisisanumber for her second victory
thisisanumber for her second victory of
the event is split into two
event is split into two groups
is split into two groups of
split into two groups of four
into two groups of four with
two groups of four with the
groups of four with the top
of four with the top two
four with the top two from
with the top two from each
the top two from each advancing
top two from each advancing to
mauresmos win was her ninth in
win was her ninth in a
was her ninth in a row
her ninth in a row as
ninth in a row as she
in a row as she tries
a row as she tries to
row as she tries to overtake
as she tries to overtake lindsay
she tries to overtake lindsay davenport
tries to overtake lindsay davenport for
to overtake lindsay davenport for the
overtake lindsay davenport for the number
mauresmo spent five weeks at number
spent five weeks at number one
five weeks at number one after
weeks at number one after the
at number one after the us
number one after the us open
one after the us open before
after the us open before injury
the us open before injury ushered
us open before injury ushered davenport
open before injury ushered davenport back
since then i feel very confident
then i feel very confident on
i feel very confident on court
feel very confident on court and
very confident on court and my
confident on court and my game
i want to get the ranking
want to get the ranking back
to get the ranking back but
get the ranking back but its
the ranking back but its very
ranking back but its very different
back but its very different than
but its very different than before
its very different than before i
very different than before i was
it was an obsession but now
was an obsession but now i
an obsession but now i take
obsession but now i take it
but now i take it in
now i take it in a
i take it in a relaxed
take it in a relaxed way
it in a relaxed way mauresmo
in a relaxed way mauresmo completed
a relaxed way mauresmo completed her
relaxed way mauresmo completed her first
way mauresmo completed her first match
mauresmo completed her first match in
completed her first match in the
her first match in the seasonending
first match in the seasonending championship
match in the seasonending championship in
in the seasonending championship in thisisanumber
the seasonending championship in thisisanumber minutes
seasonending championship in thisisanumber minutes as
championship in thisisanumber minutes as russias
in thisisanumber minutes as russias zvonareva
thisisanumber minutes as russias zvonareva struggled
minutes as russias zvonareva struggled to
as russias zvonareva struggled to return
russias zvonareva struggled to return her
zvonareva struggled to return her serve
struggled to return her serve and
to return her serve and failed
return her serve and failed to
her serve and failed to achieve
serve and failed to achieve a
and failed to achieve a single
she got mad a little bit
got mad a little bit and
mad a little bit and i
a little bit and i played
little bit and i played some
bit and i played some great
and i played some great tennis
i played some great tennis said
played some great tennis said mauresmo
some great tennis said mauresmo who
great tennis said mauresmo who was
tennis said mauresmo who was runnerup
said mauresmo who was runnerup to
mauresmo who was runnerup to kim
who was runnerup to kim clijsters
was runnerup to kim clijsters in
runnerup to kim clijsters in last
zvonareva has lost both her games
has lost both her games so
lost both her games so far
both her games so far having
her games so far having crashed
games so far having crashed thisisanumber
so far having crashed thisisanumber thisisanumber
far having crashed thisisanumber thisisanumber kuznetsova
having crashed thisisanumber thisisanumber kuznetsova in
crashed thisisanumber thisisanumber kuznetsova in the
thisisanumber thisisanumber kuznetsova in the staples
thisisanumber kuznetsova in the staples centre
maybe that is why i couldnt
but i was fighting sharapova who
i was fighting sharapova who lost
was fighting sharapova who lost thisisanumber
fighting sharapova who lost thisisanumber thisisanumber
sharapova who lost thisisanumber thisisanumber to
who lost thisisanumber thisisanumber to kuznetsova
lost thisisanumber thisisanumber to kuznetsova in
thisisanumber thisisanumber to kuznetsova in beijing
thisisanumber to kuznetsova in beijing in
to kuznetsova in beijing in september
kuznetsova in beijing in september said
in beijing in september said in
beijing in september said in beijing
in september said in beijing she
september said in beijing she was
said in beijing she was coming
in beijing she was coming off
beijing she was coming off such
she was coming off such a
was coming off such a big
coming off such a big winning
off such a big winning streak
such a big winning streak thisisanumber
a big winning streak thisisanumber matches
big winning streak thisisanumber matches and
winning streak thisisanumber matches and she
this time it was important to
time it was important to start
it was important to start off
was important to start off well
important to start off well and
to start off well and put
start off well and put some
off well and put some pressure
well and put some pressure on
and put some pressure on her
put some pressure on her the
some pressure on her the tournament
pressure on her the tournament debutant
on her the tournament debutant added
her the tournament debutant added i
the tournament debutant added i love
to be here where the lakers
be here where the lakers play
here where the lakers play you
where the lakers play you just
the lakers play you just feel
i love basketball williams admitted she
love basketball williams admitted she is
basketball williams admitted she is still
williams admitted she is still some
admitted she is still some way
she is still some way off
is still some way off her
still some way off her best
some way off her best form
way off her best form but
off her best form but remained
her best form but remained positive
best form but remained positive after
form but remained positive after two
but remained positive after two wins
remained positive after two wins in
its hard to go out there
hard to go out there and
to go out there and get
go out there and get it
out there and get it right
there and get it right but
and get it right but im
get it right but im fighting
it right but im fighting and
right but im fighting and im
but im fighting and im hoping
im trying to add new dimensions
trying to add new dimensions to
andre agassis involvement in the australian
agassis involvement in the australian open
involvement in the australian open was
in the australian open was put
the australian open was put in
australian open was put in doubt
open was put in doubt after
was put in doubt after he
put in doubt after he pulled
in doubt after he pulled out
doubt after he pulled out of
after he pulled out of the
he pulled out of the kooyong
pulled out of the kooyong classic
out of the kooyong classic with
of the kooyong classic with a
agassi was serving at thisisanumber down
was serving at thisisanumber down in
serving at thisisanumber down in the
at thisisanumber down in the first
thisisanumber down in the first set
down in the first set to
in the first set to fellow
the first set to fellow american
first set to fellow american andy
set to fellow american andy roddick
to fellow american andy roddick when
fellow american andy roddick when he
american andy roddick when he decided
andy roddick when he decided to
roddick when he decided to bring
when he decided to bring a
he decided to bring a premature
decided to bring a premature end
to bring a premature end to
my hip was cramping and i
hip was cramping and i just
was cramping and i just could
cramping and i just could not
and i just could not continue
i just could not continue said
agassi who has won the australian
who has won the australian open
has won the australian open four
won the australian open four times
the australian open four times will
australian open four times will have
open four times will have an
four times will have an mri
times will have an mri scan
will have an mri scan to
have an mri scan to discover
an mri scan to discover the
mri scan to discover the extent
scan to discover the extent of
he said the problem was not
said the problem was not the
the problem was not the same
problem was not the same as
was not the same as the
not the same as the hip
the same as the hip injury
same as the hip injury which
as the hip injury which forced
the hip injury which forced him
hip injury which forced him to
injury which forced him to miss
which forced him to miss wimbledon
the good news is that it
good news is that it didnt
news is that it didnt just
is that it didnt just tear
that it didnt just tear it
it didnt just tear it was
didnt just tear it was tightening
just tear it was tightening up
tear it was tightening up and
it was tightening up and that
was tightening up and that can
tightening up and that can be
up and that can be your
and that can be your body
that can be your body protecting
can be your body protecting itself
be your body protecting itself which
your body protecting itself which is
body protecting itself which is hopefully
protecting itself which is hopefully more
itself which is hopefully more of
which is hopefully more of the
is hopefully more of the issue
that wasnt comfortable out there at
wasnt comfortable out there at all
comfortable out there at all what
out there at all what i
i have to wait and see
have to wait and see what
to wait and see what im
wait and see what im dealing
and see what im dealing with
see what im dealing with its
what im dealing with its a
im dealing with its a pretty
dealing with its a pretty scary
with its a pretty scary feeling
its a pretty scary feeling out
a pretty scary feeling out there
pretty scary feeling out there when
scary feeling out there when something
feeling out there when something doesnt
out there when something doesnt feel
there when something doesnt feel right
when something doesnt feel right and
something doesnt feel right and is
its very disappointing and ill have
very disappointing and ill have to
disappointing and ill have to do
and ill have to do my
ill have to do my best
have to do my best to
to do my best to deal
time will shortly tell if it
will shortly tell if it the
shortly tell if it the australian
tell if it the australian open
if it the australian open is
it the australian open is a
the australian open is a possibility
i was not counting on this
was not counting on this being
not counting on this being the
counting on this being the end
on this being the end of
this being the end of the
being the end of the day
maybe in a few days ill
in a few days ill have
a few days ill have a
few days ill have a much
days ill have a much better
ill have a much better sense
have a much better sense of
a much better sense of what
much better sense of what my
better sense of what my hopes
british number one tim henman will
number one tim henman will face
one tim henman will face frances
tim henman will face frances cyril
henman will face frances cyril saulnier
will face frances cyril saulnier in
face frances cyril saulnier in the
frances cyril saulnier in the first
cyril saulnier in the first round
saulnier in the first round of
in the first round of next
the first round of next weeks
greg rusedski the british number two
rusedski the british number two is
the british number two is in
british number two is in the
number two is in the same
two is in the same quarter
is in the same quarter of
in the same quarter of the
the same quarter of the draw
same quarter of the draw and
quarter of the draw and could
of the draw and could face
the draw and could face andy
draw and could face andy roddick
and could face andy roddick in
could face andy roddick in the
face andy roddick in the second
andy roddick in the second round
roddick in the second round if
in the second round if he
the second round if he beats
second round if he beats swede
local favourite lleyton hewitt will meet
favourite lleyton hewitt will meet frances
lleyton hewitt will meet frances arnaud
hewitt will meet frances arnaud clement
will meet frances arnaud clement while
meet frances arnaud clement while defending
frances arnaud clement while defending champion
arnaud clement while defending champion and
clement while defending champion and world
while defending champion and world number
defending champion and world number one
champion and world number one roger
and world number one roger federer
world number one roger federer faces
womens top seed lindsay davenport drew
top seed lindsay davenport drew spanish
seed lindsay davenport drew spanish veteran
henman came from two sets down
came from two sets down to
from two sets down to defeat
two sets down to defeat saulnier
sets down to defeat saulnier in
down to defeat saulnier in the
to defeat saulnier in the first
defeat saulnier in the first round
saulnier in the first round of
in the first round of the
the first round of the french
first round of the french open
round of the french open last
of the french open last year
the french open last year so
french open last year so he
open last year so he knows
last year so he knows he
year so he knows he faces
so he knows he faces a
he knows he faces a tough
knows he faces a tough test
the seventh seed who has never
seventh seed who has never gone
seed who has never gone beyond
who has never gone beyond the
has never gone beyond the quarterfinals
never gone beyond the quarterfinals in
gone beyond the quarterfinals in the
beyond the quarterfinals in the years
the quarterfinals in the years first
quarterfinals in the years first major
in the years first major and
the years first major and is
years first major and is lined
first major and is lined up
major and is lined up to
and is lined up to meet
is lined up to meet roddick
lined up to meet roddick in
up to meet roddick in the
to meet roddick in the last
meet roddick in the last eight
roddick in the last eight is
in the last eight is looking
the last eight is looking forward
last eight is looking forward to
hes tough player on any surface
tough player on any surface hes
player on any surface hes got
on any surface hes got a
any surface hes got a lot
surface hes got a lot of
hes got a lot of ability
we had a really tight one
had a really tight one in
a really tight one in paris
really tight one in paris that
tight one in paris that went
one in paris that went my
in paris that went my way
paris that went my way so
that went my way so im
went my way so im going
my way so im going to
way so im going to need
so im going to need to
im going to need to play
going to need to play well
to need to play well from
need to play well from the
to play well from the outset
play well from the outset because
well from the outset because hes
from the outset because hes a
the outset because hes a dangerous
outset because hes a dangerous competitor
because hes a dangerous competitor switzerlands
hes a dangerous competitor switzerlands federer
a dangerous competitor switzerlands federer seeded
dangerous competitor switzerlands federer seeded one
competitor switzerlands federer seeded one is
switzerlands federer seeded one is the
federer seeded one is the hot
seeded one is the hot favourite
one is the hot favourite having
is the hot favourite having won
the hot favourite having won three
hot favourite having won three of
favourite having won three of the
having won three of the four
won three of the four grand
three of the four grand slam
of the four grand slam titles
he has beaten santoro in five
has beaten santoro in five of
beaten santoro in five of their
santoro in five of their seven
in five of their seven previous
five of their seven previous encounters
of their seven previous encounters but
their seven previous encounters but is
seven previous encounters but is taking
previous encounters but is taking nothing
i played him at the us
played him at the us open
him at the us open and
at the us open and won
the us open and won quite
but you never know if the
you never know if the rhythm
never know if the rhythm is
know if the rhythm is a
if the rhythm is a bit
the rhythm is a bit off
rhythm is a bit off he
is a bit off he can
a bit off he can keep
bit off he can keep you
off he can keep you guessing
he can keep you guessing and
can keep you guessing and make
the most important thing though is
most important thing though is to
important thing though is to get
thing though is to get used
though is to get used to
is to get used to playing
to get used to playing fiveset
get used to playing fiveset matches
used to playing fiveset matches and
to playing fiveset matches and winning
playing fiveset matches and winning them
fiveset matches and winning them the
matches and winning them the thisisanumber
and winning them the thisisanumber could
winning them the thisisanumber could meet
them the thisisanumber could meet fourtime
the thisisanumber could meet fourtime champion
thisisanumber could meet fourtime champion andre
could meet fourtime champion andre agassi
meet fourtime champion andre agassi in
fourtime champion andre agassi in the
champion andre agassi in the quarterfinals
andre agassi in the quarterfinals before
agassi in the quarterfinals before meeting
in the quarterfinals before meeting russian
the quarterfinals before meeting russian marat
quarterfinals before meeting russian marat safin
before meeting russian marat safin the
meeting russian marat safin the player
russian marat safin the player he
marat safin the player he beat
safin the player he beat in
the player he beat in last
eighthseeded american agassi is set to
american agassi is set to play
agassi is set to play a
is set to play a qualifier
set to play a qualifier in
to play a qualifier in round
play a qualifier in round one
a qualifier in round one if
qualifier in round one if he
in round one if he can
round one if he can shake
one if he can shake off
if he can shake off a
he can shake off a hip
can shake off a hip injury
shake off a hip injury which
off a hip injury which ruled
a hip injury which ruled him
hip injury which ruled him out
injury which ruled him out of
which ruled him out of the
second seed andy roddick will open
seed andy roddick will open his
andy roddick will open his campaign
roddick will open his campaign against
will open his campaign against irakli
open his campaign against irakli labadze
the american could meet rusedski in
american could meet rusedski in the
could meet rusedski in the second
meet rusedski in the second round
rusedski in the second round seventh
in the second round seventh seed
the second round seventh seed henman
second round seventh seed henman in
round seventh seed henman in the
seventh seed henman in the quarterfinals
seed henman in the quarterfinals and
henman in the quarterfinals and hewitt
in the quarterfinals and hewitt in
the quarterfinals and hewitt in the
hewitt is hoping to become the
is hoping to become the first
hoping to become the first australian
to become the first australian man
become the first australian man to
the first australian man to win
first australian man to win the
australian man to win the event
man to win the event since
to win the event since mark
win the event since mark edmondson
the thisisanumber has never been beyond
thisisanumber has never been beyond round
has never been beyond round four
never been beyond round four in
been beyond round four in eight
beyond round four in eight attempts
round four in eight attempts at
four in eight attempts at melbourne
in eight attempts at melbourne park
eight attempts at melbourne park but
attempts at melbourne park but has
at melbourne park but has at
melbourne park but has at least
park but has at least secured
but has at least secured the
has at least secured the opposite
at least secured the opposite half
least secured the opposite half of
secured the opposite half of the
the opposite half of the draw
opposite half of the draw to
half of the draw to federer
of the draw to federer who
the draw to federer who beat
draw to federer who beat him
to federer who beat him in
federer who beat him in the
who beat him in the australian
beat him in the australian open
him in the australian open wimbledon
in the australian open wimbledon and
the australian open wimbledon and us
australian open wimbledon and us open
safin seeded four opens his campaign
seeded four opens his campaign against
four opens his campaign against a
opens his campaign against a qualifier
his campaign against a qualifier with
campaign against a qualifier with thisisanumber
against a qualifier with thisisanumber seed
a qualifier with thisisanumber seed tommy
qualifier with thisisanumber seed tommy haas
with thisisanumber seed tommy haas the
thisisanumber seed tommy haas the player
seed tommy haas the player he
tommy haas the player he beat
haas the player he beat in
the player he beat in the
player he beat in the semifinals
he beat in the semifinals in
beat in the semifinals in thisisanumber
in the semifinals in thisisanumber a
the semifinals in thisisanumber a possible
in the womens draw davenport could
the womens draw davenport could encounter
womens draw davenport could encounter eighthseeded
draw davenport could encounter eighthseeded venus
davenport could encounter eighthseeded venus williams
could encounter eighthseeded venus williams in
encounter eighthseeded venus williams in the
eighthseeded venus williams in the quarterfinals
venus williams in the quarterfinals and
williams in the quarterfinals and thirdranked
in the quarterfinals and thirdranked anastasia
the quarterfinals and thirdranked anastasia myskina
quarterfinals and thirdranked anastasia myskina the
and thirdranked anastasia myskina the french
thirdranked anastasia myskina the french open
anastasia myskina the french open champion
myskina the french open champion in
bronchitis ruled davenport the thisisanumber australian
ruled davenport the thisisanumber australian open
davenport the thisisanumber australian open champion
the thisisanumber australian open champion out
thisisanumber australian open champion out of
australian open champion out of her
open champion out of her sydney
champion out of her sydney quarterfinal
venus williams who lost to younger
williams who lost to younger sister
who lost to younger sister serena
lost to younger sister serena in
to younger sister serena in the
younger sister serena in the melbourne
