quarterly profits at us media giant
sales picked up faster than at
picked up faster than at any
up faster than at any time
the news sent tokyo shares to
news sent tokyo shares to an
sent tokyo shares to an eightmonth
tokyo shares to an eightmonth high
shares to an eightmonth high as
to an eightmonth high as investors
an eightmonth high as investors hoped
eightmonth high as investors hoped for
high as investors hoped for a
as investors hoped for a recovery
investors hoped for a recovery from
hoped for a recovery from the
for a recovery from the three
a recovery from the three quarters
recovery from the three quarters of
from the three quarters of contraction
the three quarters of contraction seen
three quarters of contraction seen from
quarters of contraction seen from april
the nikkei thisisanumber index ended the
nikkei thisisanumber index ended the day
thisisanumber index ended the day up
index ended the day up thisisanumber
ended the day up thisisanumber at
the day up thisisanumber at thisisanumber
day up thisisanumber at thisisanumber points
up thisisanumber at thisisanumber points with
thisisanumber at thisisanumber points with the
at thisisanumber points with the yen
thisisanumber points with the yen strengthening
points with the yen strengthening thisisanumber
with the yen strengthening thisisanumber against
the yen strengthening thisisanumber against the
yen strengthening thisisanumber against the dollar
strengthening thisisanumber against the dollar to
weaker exports normally the engine for
exports normally the engine for japans
normally the engine for japans economy
the engine for japans economy in
engine for japans economy in the
for japans economy in the face
japans economy in the face of
economy in the face of weak
in the face of weak domestic
the face of weak domestic demand
face of weak domestic demand had
of weak domestic demand had helped
weak domestic demand had helped trigger
domestic demand had helped trigger a
demand had helped trigger a thisisanumber
had helped trigger a thisisanumber contraction
helped trigger a thisisanumber contraction in
trigger a thisisanumber contraction in the
a thisisanumber contraction in the final
thisisanumber contraction in the final three
contraction in the final three months
in the final three months of
the final three months of last
final three months of last year
three months of last year after
months of last year after two
of last year after two previous
last year after two previous quarters
year after two previous quarters of
only an exceptionally strong performance in
an exceptionally strong performance in the
exceptionally strong performance in the early
strong performance in the early months
performance in the early months of
in the early months of thisisanumber
the early months of thisisanumber kept
early months of thisisanumber kept the
months of thisisanumber kept the year
of thisisanumber kept the year as
thisisanumber kept the year as a
kept the year as a whole
the year as a whole from
year as a whole from showing
the output figures brought a cautiously
output figures brought a cautiously optimistic
figures brought a cautiously optimistic response
brought a cautiously optimistic response from
overall i see a low risk
i see a low risk of
see a low risk of the
a low risk of the economy
low risk of the economy falling
risk of the economy falling into
of the economy falling into serious
the economy falling into serious recession
economy falling into serious recession said
falling into serious recession said bank
into serious recession said bank of
serious recession said bank of japan
recession said bank of japan chief
said bank of japan chief toshihiko
bank of japan chief toshihiko fukui
of japan chief toshihiko fukui despite
japan chief toshihiko fukui despite warning
chief toshihiko fukui despite warning that
toshihiko fukui despite warning that other
fukui despite warning that other indicators
despite warning that other indicators such
warning that other indicators such as
that other indicators such as the
other indicators such as the growth
indicators such as the growth numbers
such as the growth numbers had
within the overall industrial output figure
the overall industrial output figure there
overall industrial output figure there were
industrial output figure there were signs
output figure there were signs of
figure there were signs of a
there were signs of a pullback
were signs of a pullback from
signs of a pullback from the
among the bestperforming sectors were key
the bestperforming sectors were key overseas
bestperforming sectors were key overseas sales
sectors were key overseas sales areas
were key overseas sales areas such
key overseas sales areas such as
overseas sales areas such as cars
sales areas such as cars chemicals
areas such as cars chemicals and
with us growth doing better than
us growth doing better than expected
growth doing better than expected the
doing better than expected the picture
better than expected the picture for
than expected the picture for exports
expected the picture for exports in
the picture for exports in early
picture for exports in early thisisanumber
for exports in early thisisanumber could
exports in early thisisanumber could also
in early thisisanumber could also be
early thisisanumber could also be one
thisisanumber could also be one of
electronics were also one of the
were also one of the keys
also one of the keys to
one of the keys to the
of the keys to the improved
the keys to the improved domestic
keys to the improved domestic market
to the improved domestic market with
the improved domestic market with products
improved domestic market with products such
domestic market with products such as
market with products such as flatscreen
with products such as flatscreen tvs
products such as flatscreen tvs in
such as flatscreen tvs in high
as flatscreen tvs in high demand
a close associate of former yukos
close associate of former yukos boss
associate of former yukos boss mikhail
of former yukos boss mikhail khodorkovsky
former yukos boss mikhail khodorkovsky has
yukos boss mikhail khodorkovsky has told
boss mikhail khodorkovsky has told a
mikhail khodorkovsky has told a court
khodorkovsky has told a court that
has told a court that fraud
told a court that fraud charges
a court that fraud charges levelled
court that fraud charges levelled against
that fraud charges levelled against him
platon lebedev has been on trial
lebedev has been on trial alongside
has been on trial alongside mr
been on trial alongside mr khodorkovsky
on trial alongside mr khodorkovsky since
trial alongside mr khodorkovsky since june
alongside mr khodorkovsky since june in
mr khodorkovsky since june in a
khodorkovsky since june in a case
since june in a case centring
june in a case centring around
in a case centring around the
a case centring around the privatisation
case centring around the privatisation of
centring around the privatisation of a
the pair claim they are being
pair claim they are being punished
claim they are being punished by
they are being punished by the
are being punished by the authorities
being punished by the authorities for
punished by the authorities for the
by the authorities for the political
the authorities for the political ambitions
authorities for the political ambitions of
mr lebedev said there were absurd
lebedev said there were absurd contradictions
said there were absurd contradictions in
opening his defence he said he
his defence he said he could
defence he said he could not
he said he could not see
said he could not see the
he could not see the legal
could not see the legal basis
not see the legal basis of
see the legal basis of the
the legal basis of the charges
legal basis of the charges he
basis of the charges he faced
of the charges he faced which
the charges he faced which also
charges he faced which also include
he faced which also include allegations
faced which also include allegations of
to my embarrassment i could not
my embarrassment i could not understand
embarrassment i could not understand the
i could not understand the file
could not understand the file of
not understand the file of complaints
understand the file of complaints against
the file of complaints against me
file of complaints against me he
of complaints against me he told
complaints against me he told a
mr lebedev headed the menatep group
lebedev headed the menatep group the
headed the menatep group the parent
the menatep group the parent company
mr lebedev and mr khodorkovsky who
lebedev and mr khodorkovsky who each
and mr khodorkovsky who each face
mr khodorkovsky who each face a
khodorkovsky who each face a possible
who each face a possible thisisanumber
each face a possible thisisanumber year
face a possible thisisanumber year jail
a possible thisisanumber year jail sentence
possible thisisanumber year jail sentence if
thisisanumber year jail sentence if convicted
year jail sentence if convicted will
jail sentence if convicted will be
sentence if convicted will be questioned
if convicted will be questioned by
convicted will be questioned by a
will be questioned by a judge
be questioned by a judge over
questioned by a judge over the
by a judge over the next
mr khodorkovsky began his testimony last
khodorkovsky began his testimony last week
began his testimony last week telling
his testimony last week telling the
testimony last week telling the court
last week telling the court that
week telling the court that he
telling the court that he objected
the court that he objected to
court that he objected to the
that he objected to the way
he objected to the way that
objected to the way that the
to the way that the running
the way that the running of
way that the running of a
that the running of a normal
the running of a normal business
running of a normal business has
of a normal business has been
a normal business has been presented
normal business has been presented as
business has been presented as a
has been presented as a work
been presented as a work of
the charges are seen by supporters
charges are seen by supporters as
are seen by supporters as politically
seen by supporters as politically motivated
by supporters as politically motivated and
supporters as politically motivated and part
as politically motivated and part of
politically motivated and part of a
motivated and part of a drive
and part of a drive by
part of a drive by russian
of a drive by russian president
a drive by russian president vladimir
drive by russian president vladimir putin
by russian president vladimir putin to
russian president vladimir putin to rein
president vladimir putin to rein in
vladimir putin to rein in the
putin to rein in the countrys
to rein in the countrys superrich
rein in the countrys superrich business
in the countrys superrich business leaders
the countrys superrich business leaders the
yukos has been presented with a
has been presented with a thisisanumber
been presented with a thisisanumber thisisanumber
presented with a thisisanumber thisisanumber tax
with a thisisanumber thisisanumber tax demand
a thisisanumber thisisanumber tax demand by
thisisanumber thisisanumber tax demand by the
thisisanumber tax demand by the russian
tax demand by the russian authorities
demand by the russian authorities and
by the russian authorities and its
the russian authorities and its key
russian authorities and its key yugansk
authorities and its key yugansk division
and its key yugansk division was
its key yugansk division was auctioned
key yugansk division was auctioned off
yugansk division was auctioned off to
division was auctioned off to part
was auctioned off to part settle
the companys effort to gain bankruptcy
companys effort to gain bankruptcy protection
effort to gain bankruptcy protection in
to gain bankruptcy protection in the
gain bankruptcy protection in the us
bankruptcy protection in the us in
protection in the us in a
in the us in a bid
the us in a bid to
us in a bid to win
in a bid to win damages
a bid to win damages for
bid to win damages for the
to win damages for the sale
win damages for the sale were
damages for the sale were dismissed
for the sale were dismissed by
the sale were dismissed by a
sale were dismissed by a court
shell has signed a thisisanumber thisisanumber
has signed a thisisanumber thisisanumber deal
signed a thisisanumber thisisanumber deal with
a thisisanumber thisisanumber deal with the
thisisanumber thisisanumber deal with the middle
thisisanumber deal with the middle eastern
deal with the middle eastern sheikhdom
with the middle eastern sheikhdom of
the middle eastern sheikhdom of qatar
middle eastern sheikhdom of qatar to
eastern sheikhdom of qatar to supply
sheikhdom of qatar to supply liquid
of qatar to supply liquid natural
qatar to supply liquid natural gas
to supply liquid natural gas lng
supply liquid natural gas lng to
liquid natural gas lng to north
natural gas lng to north america
the ukdutch group will own thisisanumber
ukdutch group will own thisisanumber of
group will own thisisanumber of the
will own thisisanumber of the project
own thisisanumber of the project with
thisisanumber of the project with qatars
of the project with qatars state
the project with qatars state oil
project with qatars state oil firm
with qatars state oil firm owning
the agreement is the latest in
agreement is the latest in a
is the latest in a string
the latest in a string of
latest in a string of deals
in a string of deals reached
a string of deals reached by
string of deals reached by qatar
of deals reached by qatar which
deals reached by qatar which is
reached by qatar which is trying
by qatar which is trying to
qatar which is trying to make
which is trying to make itself
is trying to make itself a
trying to make itself a regional
to make itself a regional leader
make itself a regional leader in
us oil giant exxonmobil signed up
oil giant exxonmobil signed up for
giant exxonmobil signed up for a
exxonmobil signed up for a thisisanumber
signed up for a thisisanumber deal
up for a thisisanumber deal earlier
frances total is expected to join
total is expected to join the
is expected to join the exxonmobil
expected to join the exxonmobil scheme
to join the exxonmobil scheme dubbed
join the exxonmobil scheme dubbed thisisanumber
the exxonmobil scheme dubbed thisisanumber on
exxonmobil scheme dubbed thisisanumber on monday
scheme dubbed thisisanumber on monday taking
dubbed thisisanumber on monday taking thisisanumber
thisisanumber on monday taking thisisanumber million
on monday taking thisisanumber million tonnes
monday taking thisisanumber million tonnes of
taking thisisanumber million tonnes of lng
exxonmobil will be taking some thisisanumber
will be taking some thisisanumber million
be taking some thisisanumber million tonnes
taking some thisisanumber million tonnes each
some thisisanumber million tonnes each year
thisisanumber million tonnes each year for
million tonnes each year for thisisanumber
tonnes each year for thisisanumber years
each year for thisisanumber years from
year for thisisanumber years from the
for thisisanumber years from the end
thisisanumber years from the end of
years from the end of thisisanumber
from the end of thisisanumber under
shells agreement under the name thisisanumber
agreement under the name thisisanumber foresees
under the name thisisanumber foresees the
the name thisisanumber foresees the building
name thisisanumber foresees the building of
thisisanumber foresees the building of new
foresees the building of new facilities
the building of new facilities to
building of new facilities to handle
of new facilities to handle thisisanumber
new facilities to handle thisisanumber billion
facilities to handle thisisanumber billion cubic
to handle thisisanumber billion cubic feet
handle thisisanumber billion cubic feet of
thisisanumber billion cubic feet of gas
billion cubic feet of gas and
cubic feet of gas and thisisanumber
feet of gas and thisisanumber million
of gas and thisisanumber million tonnes
gas and thisisanumber million tonnes of
and thisisanumber million tonnes of lng
thisisanumber million tonnes of lng each
million tonnes of lng each year
tonnes of lng each year from
india is to boost spending on
is to boost spending on primary
to boost spending on primary schools
boost spending on primary schools and
spending on primary schools and health
on primary schools and health in
primary schools and health in a
schools and health in a budget
and health in a budget flagged
health in a budget flagged as
in a budget flagged as a
a budget flagged as a boost
budget flagged as a boost for
flagged as a boost for the
indias defence budget has also been
defence budget has also been raised
budget has also been raised thisisanumber
has also been raised thisisanumber to
also been raised thisisanumber to thisisanumber
the priority for finance minister palaniappan
priority for finance minister palaniappan chidambaram
for finance minister palaniappan chidambaram is
finance minister palaniappan chidambaram is to
minister palaniappan chidambaram is to fight
palaniappan chidambaram is to fight poverty
chidambaram is to fight poverty and
is to fight poverty and keep
to fight poverty and keep the
fight poverty and keep the governments
poverty and keep the governments communist
but his options are limited by
his options are limited by a
options are limited by a new
are limited by a new law
limited by a new law which
by a new law which makes
a new law which makes him
new law which makes him cut
law which makes him cut the
which makes him cut the budget
makes him cut the budget deficit
him cut the budget deficit which
cut the budget deficit which he
the budget deficit which he said
budget deficit which he said would
deficit which he said would be
which he said would be thisisanumber
he said would be thisisanumber of
said would be thisisanumber of gdp
would be thisisanumber of gdp in
be thisisanumber of gdp in the
thisisanumber of gdp in the year
of gdp in the year to
the countrys overall deficit is thought
countrys overall deficit is thought to
overall deficit is thought to be
deficit is thought to be more
is thought to be more than
thought to be more than thisisanumber
to be more than thisisanumber if
be more than thisisanumber if the
more than thisisanumber if the spending
than thisisanumber if the spending of
thisisanumber if the spending of indias
if the spending of indias thisisanumber
the spending of indias thisisanumber states
spending of indias thisisanumber states and
of indias thisisanumber states and territories
under the fiscal responsibility law mr
the fiscal responsibility law mr chidambaram
fiscal responsibility law mr chidambaram has
responsibility law mr chidambaram has to
law mr chidambaram has to trim
mr chidambaram has to trim the
chidambaram has to trim the deficit
has to trim the deficit by
to trim the deficit by thisisanumber
trim the deficit by thisisanumber percentage
the deficit by thisisanumber percentage points
deficit by thisisanumber percentage points each
by thisisanumber percentage points each year
thisisanumber percentage points each year a
percentage points each year a target
points each year a target he
each year a target he says
year a target he says he
a target he says he has
target he says he has now
he says he has now met
says he has now met for
he has now met for the
but the heavy spending on poverty
the heavy spending on poverty reduction
heavy spending on poverty reduction means
spending on poverty reduction means the
on poverty reduction means the thisisanumber
poverty reduction means the thisisanumber target
reduction means the thisisanumber target for
means the thisisanumber target for the
the thisisanumber target for the deficit
thisisanumber target for the deficit will
target for the deficit will be
for the deficit will be thisisanumber
the deficit will be thisisanumber mr
deficit will be thisisanumber mr chidambaram
will be thisisanumber mr chidambaram said
be thisisanumber mr chidambaram said falling
thisisanumber mr chidambaram said falling short
mr chidambaram said falling short of
chidambaram said falling short of the
said falling short of the new
i was left with no option
was left with no option but
left with no option but to
with no option but to press
no option but to press the
option but to press the pause
but to press the pause button
to press the pause button vis
press the pause button vis a
the pause button vis a vis
pause button vis a vis the
button vis a vis the act
the following year though would have
following year though would have to
year though would have to be
though would have to be back
would have to be back on
have to be back on track
i may add that we are
may add that we are perilously
add that we are perilously close
that we are perilously close to
we are perilously close to the
are perilously close to the limits
perilously close to the limits of
close to the limits of fiscal
to the limits of fiscal prudence
the limits of fiscal prudence and
limits of fiscal prudence and there
of fiscal prudence and there is
fiscal prudence and there is no
prudence and there is no more
and there is no more room
there is no more room for
is no more room for spending
no more room for spending beyond
more room for spending beyond our
room for spending beyond our means
the coming years reduction has meant
coming years reduction has meant bringing
years reduction has meant bringing more
reduction has meant bringing more of
has meant bringing more of the
meant bringing more of the businesses
bringing more of the businesses in
more of the businesses in indias
of the businesses in indias burgeoning
the businesses in indias burgeoning services
businesses in indias burgeoning services sector
in indias burgeoning services sector into
indias burgeoning services sector into the
burgeoning services sector into the tax
services sector into the tax system
sector into the tax system and
into the tax system and restructuring
the tax system and restructuring the
tax system and restructuring the personal
system and restructuring the personal tax
and restructuring the personal tax system
restructuring the personal tax system although
the personal tax system although there
personal tax system although there are
tax system although there are numerous
system although there are numerous corporate
although there are numerous corporate tax
there are numerous corporate tax and
are numerous corporate tax and duty
numerous corporate tax and duty reductions
corporate tax and duty reductions built
tax and duty reductions built into
presenting his budget in the lower
his budget in the lower house
budget in the lower house of
in the lower house of parliament
the lower house of parliament mr
lower house of parliament mr chidambaram
house of parliament mr chidambaram said
of parliament mr chidambaram said the
parliament mr chidambaram said the indian
mr chidambaram said the indian economy
chidambaram said the indian economy was
said the indian economy was performing
the indian economy was performing strongly
indian economy was performing strongly and
economy was performing strongly and that
was performing strongly and that inflation
performing strongly and that inflation has
strongly and that inflation has been
he said indias economy grew thisisanumber
in his budget mr chidambaram has
his budget mr chidambaram has increased
budget mr chidambaram has increased spending
mr chidambaram has increased spending on
chidambaram has increased spending on primary
has increased spending on primary education
increased spending on primary education to
spending on primary education to thisisanumber
on primary education to thisisanumber rupees
primary education to thisisanumber rupees thisisanumber
education to thisisanumber rupees thisisanumber increased
to thisisanumber rupees thisisanumber increased spending
thisisanumber rupees thisisanumber increased spending on
rupees thisisanumber increased spending on health
thisisanumber increased spending on health to
increased spending on health to thisisanumber
spending on health to thisisanumber rupees
on health to thisisanumber rupees thisisanumber
health to thisisanumber rupees thisisanumber announced
to thisisanumber rupees thisisanumber announced that
thisisanumber rupees thisisanumber announced that thisisanumber
rupees thisisanumber announced that thisisanumber rupees
thisisanumber announced that thisisanumber rupees thisisanumber
announced that thisisanumber rupees thisisanumber will
that thisisanumber rupees thisisanumber will be
thisisanumber rupees thisisanumber will be spent
rupees thisisanumber will be spent on
thisisanumber will be spent on building
will be spent on building rural
be spent on building rural infrastructure
spent on building rural infrastructure pledged
on building rural infrastructure pledged thisisanumber
building rural infrastructure pledged thisisanumber rupees
rural infrastructure pledged thisisanumber rupees thisisanumber
infrastructure pledged thisisanumber rupees thisisanumber for
pledged thisisanumber rupees thisisanumber for tsunami
thisisanumber rupees thisisanumber for tsunami victims
rupees thisisanumber for tsunami victims increased
thisisanumber for tsunami victims increased flow
for tsunami victims increased flow of
tsunami victims increased flow of funds
victims increased flow of funds to
increased flow of funds to agriculture
flow of funds to agriculture by
of funds to agriculture by thisisanumber
funds to agriculture by thisisanumber announced
to agriculture by thisisanumber announced a
agriculture by thisisanumber announced a package
by thisisanumber announced a package for
thisisanumber announced a package for the
announced a package for the sugar
a package for the sugar industryin
package for the sugar industryin addition
for the sugar industryin addition up
the sugar industryin addition up to
sugar industryin addition up to thisisanumber
industryin addition up to thisisanumber rupees
addition up to thisisanumber rupees thisisanumber
up to thisisanumber rupees thisisanumber to
to thisisanumber rupees thisisanumber to be
thisisanumber rupees thisisanumber to be spent
rupees thisisanumber to be spent on
thisisanumber to be spent on infrastructure
to be spent on infrastructure will
be spent on infrastructure will be
spent on infrastructure will be sourced
on infrastructure will be sourced by
infrastructure will be sourced by borrowing
will be sourced by borrowing against
be sourced by borrowing against the
sourced by borrowing against the countrys
by borrowing against the countrys foreign
borrowing against the countrys foreign exchange
against the countrys foreign exchange reserves
the countrys foreign exchange reserves keeping
countrys foreign exchange reserves keeping budgeted
foreign exchange reserves keeping budgeted spending
it is possible to launch a
is possible to launch a direct
possible to launch a direct assault
to launch a direct assault on
launch a direct assault on poverty
a direct assault on poverty mr
the whole purpose of democratic government
whole purpose of democratic government is
purpose of democratic government is to
of democratic government is to eliminate
democratic government is to eliminate poverty
government is to eliminate poverty the
is to eliminate poverty the new
to eliminate poverty the new indian
eliminate poverty the new indian government
poverty the new indian government led
the new indian government led by
new indian government led by the
indian government led by the congress
government led by the congress party
led by the congress party was
by the congress party was voted
the congress party was voted into
congress party was voted into power
party was voted into power last
was voted into power last may
voted into power last may after
into power last may after it
power last may after it pledged
last may after it pledged to
may after it pledged to introduce
after it pledged to introduce economic
it pledged to introduce economic reforms
pledged to introduce economic reforms with
to introduce economic reforms with a
the finance minister says he is
finance minister says he is committed
minister says he is committed to
says he is committed to continue
he is committed to continue reforming
is committed to continue reforming indias
committed to continue reforming indias tax
to continue reforming indias tax system
continue reforming indias tax system while
reforming indias tax system while expanding
indias tax system while expanding the
as part of his reforms he
part of his reforms he has
of his reforms he has announced
his reforms he has announced duty
reforms he has announced duty cuts
he has announced duty cuts on
has announced duty cuts on capital
announced duty cuts on capital goods
duty cuts on capital goods and
cuts on capital goods and raw
on capital goods and raw materials
capital goods and raw materials expanded
goods and raw materials expanded service
and raw materials expanded service tax
raw materials expanded service tax net
materials expanded service tax net raised
expanded service tax net raised the
service tax net raised the incometax
tax net raised the incometax threshold
net raised the incometax threshold to
raised the incometax threshold to thisisanumber
the incometax threshold to thisisanumber rupees
incometax threshold to thisisanumber rupees thisisanumber
threshold to thisisanumber rupees thisisanumber reduced
to thisisanumber rupees thisisanumber reduced income
thisisanumber rupees thisisanumber reduced income tax
rupees thisisanumber reduced income tax for
thisisanumber reduced income tax for those
reduced income tax for those earning
income tax for those earning less
tax for those earning less than
for those earning less than thisisanumber
those earning less than thisisanumber rupees
earning less than thisisanumber rupees thisisanumber
less than thisisanumber rupees thisisanumber to
than thisisanumber rupees thisisanumber to thisisanumber
thisisanumber rupees thisisanumber to thisisanumber reduced
rupees thisisanumber to thisisanumber reduced corporate
thisisanumber to thisisanumber reduced corporate tax
to thisisanumber reduced corporate tax rates
thisisanumber reduced corporate tax rates to
reduced corporate tax rates to thisisanumber
corporate tax rates to thisisanumber annual
tax rates to thisisanumber annual economic
rates to thisisanumber annual economic survey
to thisisanumber annual economic survey released
thisisanumber annual economic survey released on
annual economic survey released on friday
economic survey released on friday said
survey released on friday said india
released on friday said india needed
on friday said india needed to
friday said india needed to ease
said india needed to ease limit
india needed to ease limit restriction
needed to ease limit restriction on
to ease limit restriction on foreign
ease limit restriction on foreign investment
limit restriction on foreign investment reform
restriction on foreign investment reform labour
on foreign investment reform labour laws
foreign investment reform labour laws and
investment reform labour laws and cut
reform labour laws and cut duties
labour laws and cut duties apart
laws and cut duties apart from
and cut duties apart from widening
cut duties apart from widening the
duties apart from widening the tax
apart from widening the tax base
from widening the tax base for
widening the tax base for longterm
but mr chidambaram is under pressure
mr chidambaram is under pressure from
chidambaram is under pressure from the
is under pressure from the communist
under pressure from the communist parties
pressure from the communist parties to
from the communist parties to focus
the communist parties to focus on
communist parties to focus on increasing
the communists are also hostile to
communists are also hostile to measures
are also hostile to measures seeking
also hostile to measures seeking to
hostile to measures seeking to increase
to measures seeking to increase foreign
measures seeking to increase foreign investment
seeking to increase foreign investment and
to increase foreign investment and allow
increase foreign investment and allow companies
foreign investment and allow companies to
investment and allow companies to hire
and allow companies to hire and
allow companies to hire and fire
companies to hire and fire employees
in recent months they have expressed
recent months they have expressed their
months they have expressed their displeasure
they have expressed their displeasure at
have expressed their displeasure at the
expressed their displeasure at the governments
their displeasure at the governments economic
displeasure at the governments economic reform
at the governments economic reform plans
the governments economic reform plans including
governments economic reform plans including increasing
economic reform plans including increasing foreign
reform plans including increasing foreign direct
plans including increasing foreign direct investment
including increasing foreign direct investment in
increasing foreign direct investment in telecommunication
in his last budget mr chidambaram
his last budget mr chidambaram had
last budget mr chidambaram had pledged
budget mr chidambaram had pledged billions
mr chidambaram had pledged billions of
chidambaram had pledged billions of dollars
had pledged billions of dollars for
pledged billions of dollars for improving
billions of dollars for improving education
of dollars for improving education and
dollars for improving education and health
for improving education and health services
improving education and health services for
education and health services for the
and health services for the poor
health services for the poor as
services for the poor as well
for the poor as well as
the poor as well as special
poor as well as special assistance
general motors of the us is
motors of the us is to
of the us is to pay
the us is to pay fiat
us is to pay fiat thisisanumber
is to pay fiat thisisanumber euros
to pay fiat thisisanumber euros thisisanumber
pay fiat thisisanumber euros thisisanumber thisisanumber
fiat thisisanumber euros thisisanumber thisisanumber to
thisisanumber euros thisisanumber thisisanumber to get
euros thisisanumber thisisanumber to get out
thisisanumber thisisanumber to get out of
thisisanumber to get out of a
to get out of a deal
get out of a deal which
out of a deal which could
of a deal which could have
a deal which could have forced
deal which could have forced it
which could have forced it to
could have forced it to buy
have forced it to buy the
forced it to buy the italian
it to buy the italian car
fiat had sold gm a stake
had sold gm a stake in
sold gm a stake in thisisanumber
gm a stake in thisisanumber as
a stake in thisisanumber as part
stake in thisisanumber as part of
in thisisanumber as part of a
but fiats heavy losses have convinced
fiats heavy losses have convinced gm
heavy losses have convinced gm whose
losses have convinced gm whose own
have convinced gm whose own european
convinced gm whose own european operations
gm whose own european operations are
whose own european operations are in
own european operations are in the
european operations are in the red
operations are in the red to
the payoff means the two firms
payoff means the two firms will
means the two firms will unwind
the two firms will unwind joint
two firms will unwind joint ventures
firms will unwind joint ventures but
will unwind joint ventures but fiat
unwind joint ventures but fiat will
joint ventures but fiat will keep
ventures but fiat will keep supplying
but fiat will keep supplying diesel
fiat will keep supplying diesel engines
will keep supplying diesel engines and
keep supplying diesel engines and the
supplying diesel engines and the money
diesel engines and the money will
engines and the money will allow
and the money will allow it
the money will allow it to
money will allow it to reduce
fiats shares on the milan stock
shares on the milan stock exchange
on the milan stock exchange rose
the milan stock exchange rose thisisanumber
milan stock exchange rose thisisanumber by
stock exchange rose thisisanumber by thisisanumber
exchange rose thisisanumber by thisisanumber gmt
rose thisisanumber by thisisanumber gmt to
thisisanumber by thisisanumber gmt to thisisanumber
by thisisanumber gmt to thisisanumber euros
thisisanumber gmt to thisisanumber euros having
gmt to thisisanumber euros having shot
to thisisanumber euros having shot up
thisisanumber euros having shot up more
euros having shot up more than
having shot up more than thisisanumber
shot up more than thisisanumber in
we now have absolute freedom to
now have absolute freedom to design
have absolute freedom to design our
absolute freedom to design our own
freedom to design our own future
to design our own future said
design our own future said fiat
our own future said fiat chief
own future said fiat chief executive
analysts said fiat seemed to have
said fiat seemed to have done
fiat seemed to have done well
seemed to have done well out
to have done well out of
have done well out of the
done well out of the deal
well out of the deal although
out of the deal although some
of the deal although some predictions
the deal although some predictions had
deal although some predictions had expected
although some predictions had expected a
some predictions had expected a thisisanumber
fiat is to get thisisanumber euros
is to get thisisanumber euros immediately
to get thisisanumber euros immediately with
get thisisanumber euros immediately with another
thisisanumber euros immediately with another thisisanumber
euros immediately with another thisisanumber to
immediately with another thisisanumber to follow
with another thisisanumber to follow within
the firm is italys largest private
firm is italys largest private employer
is italys largest private employer and
italys largest private employer and a
largest private employer and a failure
private employer and a failure to
employer and a failure to reach
and a failure to reach an
a failure to reach an agreement
failure to reach an agreement could
to reach an agreement could have
reach an agreement could have had
an agreement could have had severe
agreement could have had severe consequences
could have had severe consequences for
have had severe consequences for thousands
had severe consequences for thousands of
severe consequences for thousands of workers
consequences for thousands of workers and
for thousands of workers and for
thousands of workers and for the
for its part gm was keen
its part gm was keen to
part gm was keen to ward
gm was keen to ward off
was keen to ward off any
keen to ward off any criticism
to ward off any criticism that
ward off any criticism that the
off any criticism that the deal
any criticism that the deal had
criticism that the deal had been
we needed scale in europe to
needed scale in europe to get
scale in europe to get costs
in europe to get costs down
europe to get costs down and
to get costs down and we
get costs down and we were
costs down and we were able
down and we were able to
and we were able to do
we were able to do that
were able to do that in
able to do that in working
to do that in working with
do that in working with fiat
that in working with fiat said
in working with fiat said gm
working with fiat said gm chief
with fiat said gm chief executive
the fiatgm alliance came about in
fiatgm alliance came about in thisisanumber
alliance came about in thisisanumber as
came about in thisisanumber as an
about in thisisanumber as an alternative
in thisisanumber as an alternative to
thisisanumber as an alternative to selling
germanus car firm daimlerchrysler had been
car firm daimlerchrysler had been willing
firm daimlerchrysler had been willing to
daimlerchrysler had been willing to buy
had been willing to buy the
been willing to buy the firm
willing to buy the firm but
to buy the firm but fiat
buy the firm but fiat patriarch
the firm but fiat patriarch gianni
firm but fiat patriarch gianni agnelli
but fiat patriarch gianni agnelli did
fiat patriarch gianni agnelli did not
patriarch gianni agnelli did not want
gianni agnelli did not want to
agnelli did not want to give
instead gm swapped a thisisanumber stake
gm swapped a thisisanumber stake in
swapped a thisisanumber stake in itself
a thisisanumber stake in itself for
thisisanumber stake in itself for thisisanumber
stake in itself for thisisanumber of
in itself for thisisanumber of fiat
itself for thisisanumber of fiat and
for thisisanumber of fiat and gave
thisisanumber of fiat and gave fiat
of fiat and gave fiat a
fiat and gave fiat a put
and gave fiat a put option
gave fiat a put option to
fiat a put option to sell
a put option to sell gm
put option to sell gm the
option to sell gm the rest
to sell gm the rest of
sell gm the rest of the
gm the rest of the car
the rest of the car maker
rest of the car maker between
of the car maker between january
the car maker between january thisisanumber
car maker between january thisisanumber and
but despite the alliance fiat failed
despite the alliance fiat failed to
the alliance fiat failed to put
alliance fiat failed to put itself
fiat failed to put itself back
failed to put itself back on
to put itself back on track
put itself back on track continuing
itself back on track continuing to
back on track continuing to lose
on track continuing to lose money
track continuing to lose money and
as a result the selloff looked
a result the selloff looked better
result the selloff looked better and
the selloff looked better and better
selloff looked better and better for
looked better and better for the
better and better for the italians
and better for the italians and
better for the italians and much
for the italians and much worse
the italians and much worse for
italians and much worse for gm
and much worse for gm which
much worse for gm which is
worse for gm which is struggling
for gm which is struggling with
gm which is struggling with its
which is struggling with its own
is struggling with its own lossmaking
struggling with its own lossmaking european
with its own lossmaking european marques
its own lossmaking european marques opel
the relationship soured further after fiat
relationship soured further after fiat sold
soured further after fiat sold half
